Model,Selling Price,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Insurance,Car Condition
HyundaiGrandi10ASTA1.2AT,633180,23738,2015,Second Owner,Petrol,AUTOMATIC,Expired,4.4
Hyundaii20SPORTZO1.4,243299,118130,2012,Third Owner,Diesel,MANUAL,06-12-2021,4.2
MarutiCelerio,283799,73484,2015,Second Owner,Diesel,MANUAL,15-12-2021,4.4
MarutiAltoK10,209099,85649,2011,Second Owner,Petrol,MANUAL,05-11-2021,3.9
MarutiVitaraBrezza,828099,26212,2018,First Owner,Diesel,MANUAL,16-11-2021,4.9
Hyundaii20ASTA,301599,40583,2011,First Owner,Petrol,MANUAL,15-05-2021,4.3
MarutiRitzVXI,237193,95950,2010,First Owner,Petrol,MANUAL,26-09-2021,4.1
MarutiBalenoZETA1.2K12,683999,16491,2016,First Owner,Petrol,AUTOMATIC,01-01-2021,5
FordEcosport1.5TITANIUMTIVCT,738399,33932,2017,First Owner,Petrol,AUTOMATIC,23-01-2021,4.9
MarutiSwift,338699,81690,2013,First Owner,Petrol,MANUAL,13-05-2021,4
Hyundaii20SPORTZ1.2,376899,31613,2012,First Owner,Petrol,MANUAL,15-10-2021,4.3
MarutiAltoK10,369799,19279,2017,First Owner,Petrol,MANUAL,01-01-2021,4.5
MarutiBalenoDELTA1.2,497699,108048,2017,First Owner,Petrol + CNG,MANUAL,28-03-2021,4.3
Hyundaii20MAGNAO,295999,31541,2013,First Owner,Petrol,MANUAL,20-10-2020,4.2
Hyundaii20MAGNAO1.4,270999,114818,2011,Third Owner,Diesel,MANUAL,25-09-2021,4.1
HyundaiAccentEXECUTIVE,113799,82633,2010,Second Owner,Petrol,MANUAL,18-01-2022,4
HondaAmaze1.5EXMTI,238899,154964,2013,First Owner,Diesel,MANUAL,18-08-2021,3.9
MarutiAlto800,349499,42143,2018,First Owner,Petrol,MANUAL,13-12-2021,4.3
MarutiSwiftDzireVDIBS,500899,74080,2013,First Owner,Diesel,MANUAL,10-05-2021,4.2
MarutiCelerio,556099,13566,2018,First Owner,Petrol,MANUAL,04-07-2021,4.9
HyundaiVernaFLUIDIC1.6SX,381199,82252,2012,First Owner,Diesel,MANUAL,22-11-2021,3.9
MarutiSwiftDzireVDIBS,334499,105445,2012,First Owner,Diesel,MANUAL,11-07-2021,4.5
DatsunGo,175030,75141,2014,Second Owner,Petrol,MANUAL,23-03-2021,4.3
MarutiBalenoZETA1.2K12,674399,49342,2017,Second Owner,Petrol,AUTOMATIC,20-07-2020,4.7
HondaCitySMT,486416,49305,2012,First Owner,Petrol,MANUAL,30-12-2021,4.6
ToyotaFortuner3.0MT,1091499,128749,2012,First Owner,Diesel,MANUAL,08-02-2021,4.4
ToyotaEtiosLiva,311199,68582,2012,First Owner,Diesel,MANUAL,27-11-2021,4.5
FordFigoAspire1.5TITANIUM,390500,95991,2016,First Owner,Diesel,MANUAL,03-10-2021,4.5
MarutiWagonR1.0,376699,48347,2016,First Owner,Petrol,MANUAL,31-08-2021,4.6
MahindraXUV500W8,722699,60070,2014,First Owner,Diesel,MANUAL,07-09-2021,4.3
MarutiWagonR1.0LXI,329599,157328,2015,First Owner,Petrol + CNG,MANUAL,08-03-2021,4.3
Hyundaii10MAGNA1.1,269299,72917,2013,First Owner,Petrol + CNG,MANUAL,29-09-2021,4.3
MarutiSwiftDzireLDIBS,318999,67776,2012,Second Owner,Diesel,MANUAL,23-03-2021,4.1
HondaCitySVMT,389099,107208,2014,First Owner,Diesel,MANUAL,13-07-2021,4.1
MarutiAlto800,266799,42845,2014,First Owner,Petrol,MANUAL,18-04-2021,4.3
RenaultKwidRXT,339100,34303,2018,First Owner,Petrol,MANUAL,15-01-2021,4.5
MarutiSwift,617699,2540,2018,First Owner,Petrol,MANUAL,08-01-2021,4.9
MarutiSwiftDzireVXIRegalLimited,469299,53148,2013,First Owner,Petrol,KA05,Comp,4.1
Hyundaii10ERA1.1,257499,54638,2012,First Owner,Petrol + CNG,MANUAL,03-01-2021,4.3
HondaBrio1.2EMTI,257099,81019,2014,First Owner,Petrol,MANUAL,11-01-2021,4.5
Hyundaii10SPORTZ,161199,124112,2009,First Owner,Petrol,MANUAL,01-09-2021,4
MarutiSwift,460899,21737,2016,First Owner,Petrol,MANUAL,24-03-2021,4.5
MarutiOMNIE8,216038,89196,2014,First Owner,Petrol,KA02,Comp,3.9
HyundaiVernaFLUIDIC1.6SX,353499,64030,2012,First Owner,Diesel,MANUAL,21-02-2021,4.4
MarutiCiazZDI+,616899,90097,2016,First Owner,Diesel,MANUAL,18-04-2021,4.5
MarutiSwiftDzireVDIBS,330899,127042,2012,First Owner,Diesel,MANUAL,27-09-2021,4.5
MarutiIGNISZETA1.2K12,484199,34363,2017,First Owner,Petrol,AUTOMATIC,30-08-2021,4.9
ToyotaCorollaAltisD4D,288299,97179,2011,First Owner,Diesel,MANUAL,08-02-2021,4.6
MarutiAlto800,221299,84084,2014,First Owner,Petrol,MANUAL,11-11-2021,4.1
MarutiVitaraBrezzaVDI,760699,114832,2018,First Owner,Diesel,MANUAL,14-07-2021,4.5
MarutiBalenoZETADDIS,519799,76945,2015,First Owner,Diesel,MANUAL,20-11-2020,4.6
HondaAmaze1.5SMTI,401699,85851,2013,Third Owner,Diesel,MANUAL,10-06-2021,4
HondaWR-V1.2i-VTECVX,678908,22325,2017,Second Owner,Petrol,MANUAL,04-09-2021,4.4
MarutiSwiftDzireLDIBS,344698,67411,2013,First Owner,Diesel,MANUAL,Expired,4.2
Hyundaii10MAGNA1.2,238499,45422,2012,First Owner,Petrol,MANUAL,16-10-2021,4.3
MahindraKuv100K46,369099,43945,2016,First Owner,Petrol,MANUAL,02-08-2021,4.3
MarutiIGNISZETA1.2K12,533799,22437,2017,First Owner,Petrol,AUTOMATIC,21-05-2021,4.4
HyundaiElitei20MAGNA,446799,54008,2016,First Owner,Petrol,MANUAL,Expired,4.4
MarutiAltoK10,335399,41493,2017,First Owner,Petrol,MANUAL,20-07-2021,4.6
ToyotaEtiosLivaV,538399,33185,2016,First Owner,Petrol,MANUAL,20-03-2021,4.6
VolkswagenVentoTRENDLINE,308799,34203,2011,First Owner,Petrol,MANUAL,27-03-2021,4.2
Hyundaii20SPORTZ1.4,271799,117093,2012,First Owner,Diesel,MANUAL,12-05-2021,4.3
MarutiAlto,268799,10260,2012,First Owner,Petrol,MANUAL,23-08-2021,4.7
VolkswagenVentoHIGHLINE,391199,52751,2012,Second Owner,Diesel,MANUAL,17-07-2021,4.1
MarutiAltoK10,336299,37328,2017,First Owner,Petrol,MANUAL,01-06-2021,4.5
Hyundaii10MAGNA1.2,339599,49942,2012,First Owner,Petrol,MANUAL,09-01-2021,4.2
MarutiBalenoALPHA1.2,588999,16317,2016,First Owner,Petrol,MANUAL,Expired,4.4
ToyotaEtios,264899,156589,2011,First Owner,Petrol,MANUAL,14-09-2021,4.2
ToyotaInnovaCrysta2.4GX7,1395599,64712,2017,Second Owner,Diesel,MANUAL,09-06-2021,4.6
MarutiSwiftVDI,354299,83301,2014,First Owner,Diesel,MANUAL,08-01-2022,4.3
MarutiBalenoALPHA1.2,666999,26704,2017,First Owner,Petrol,MANUAL,22-11-2021,4.5
VolkswagenVentoHIGHLINE,412899,95866,2013,First Owner,Diesel,MANUAL,Expired,4.2
MarutiSwiftDzire,552899,44090,2012,First Owner,Diesel,MANUAL,25-12-2021,4.3
TataIndicaVistaVX,153999,44411,2011,First Owner,Diesel,MANUAL,27-08-2021,4.2
SkodaRapidELEGANCE1.6TDI,411499,120240,2012,First Owner,Diesel,MANUAL,07-02-2021,3.9
MarutiSwift,426799,99401,2013,First Owner,Diesel,MANUAL,03-06-2021,4.1
ToyotaCorollaHE1.8,151406,110801,2007,First Owner,Petrol,MANUAL,29-01-2021,3.9
MarutiSwiftDzire,212699,158746,2010,First Owner,Petrol + CNG,MANUAL,Expired,4
HondaAmaze1.5EMTI,254599,98889,2013,First Owner,Diesel,MANUAL,15-05-2021,4.2
HondaCityV,345199,92309,2010,Third Owner,Petrol,AUTOMATIC,Expired,4.4
MarutiSwiftDzireVDIBS,449699,58147,2012,First Owner,Diesel,MANUAL,26-03-2021,4.2
MarutiAlto800,382227,34886,2019,First Owner,Petrol,MANUAL,Expired,4.5
HondaBrio1.2SMTI,275599,64034,2013,First Owner,Petrol,MANUAL,24-02-2021,4.3
RenaultKwid,249599,50243,2015,First Owner,Petrol,MANUAL,17-04-2021,4.3
MahindraXUV500W6,1152941,45848,2017,First Owner,Diesel,MANUAL,20-04-2021,4.3
MarutiSwiftDzire,563199,30011,2013,First Owner,Diesel,MANUAL,Expired,4.5
MarutiAltoK10,208499,53535,2011,First Owner,Petrol,MANUAL,04-07-2021,4.2
ToyotaCorollaAltisJ,684399,41529,2014,First Owner,Petrol,MANUAL,16-10-2021,4.6
ToyotaEtios,324499,76993,2011,First Owner,Diesel,MANUAL,Expired,4.2
MarutiAlto800,285899,27886,2018,First Owner,Petrol,MANUAL,30-06-2021,5
MarutiVitaraBrezza,706099,51514,2017,First Owner,Diesel,MANUAL,24-04-2021,4.5
Hyundaii10SPORTZ1.2,394099,20239,2011,First Owner,Petrol,MANUAL,12-06-2021,4.2
FordEcosport1.5TITANIUM,451399,90501,2014,Second Owner,Diesel,MANUAL,30-07-2021,4.2
MarutiWagonRDuoLXI,223499,127978,2008,First Owner,Petrol + LPG,MANUAL,06-10-2021,4
MarutiAlto800,335499,4324,2019,First Owner,Petrol,MANUAL,28-01-2022,4.8
MarutiSwiftVDI,425299,54409,2015,First Owner,Diesel,MANUAL,Expired,4.6
MarutiSwiftZXI,694799,39712,2018,First Owner,Petrol,AUTOMATIC,31-10-2021,4.5
BMWX1SDRIVE,792499,166437,2011,First Owner,Diesel,AUTOMATIC,30-10-2021,4.2
MarutiEeco5STRCNGWITHAC,295599,39608,2018,First Owner,Petrol + CNG,MANUAL,11-07-2021,4.7
VolkswagenVentoHIGHLINE,301799,43725,2011,First Owner,Petrol,MANUAL,03-03-2021,4.2
MarutiAltoK10,239642,81759,2012,Second Owner,Petrol,MANUAL,11-03-2021,4.1
Hyundaii10MAGNA,240099,44618,2010,First Owner,Petrol,MANUAL,12-12-2021,4.2
MarutiAlto800,277499,12210,2016,First Owner,Petrol,MANUAL,Expired,4.6
MahindraXUV500W10,1023399,44187,2016,First Owner,Diesel,AUTOMATIC,05-08-2020,4.6
MarutiAltoK10,212599,63678,2012,First Owner,Petrol,MANUAL,19-07-2021,4.2
Hyundaii20MAGNAO,265599,125936,2010,First Owner,Petrol,MANUAL,05-05-2021,4.4
FordFigo1.2TITANIUM,273999,62392,2010,First Owner,Petrol,MANUAL,14-05-2021,4.3
HyundaiEonERA,255899,28690,2015,First Owner,Petrol,MANUAL,22-09-2021,4.6
MarutiSwift,241699,81162,2011,First Owner,Diesel,MANUAL,16-05-2021,4.4
HyundaiCreta1.6,753299,45457,2015,First Owner,Petrol,MANUAL,17-06-2021,4.2
MarutiAltoK10,336265,15355,2015,First Owner,Petrol,MANUAL,26-11-2021,4.7
HyundaiGrandi10ASTA1.2KAPPA,445899,10864,2015,First Owner,Petrol,MANUAL,08-07-2021,4.4
FordEcosport1.5TITANIUMTIVCT,548899,76473,2014,Second Owner,Petrol,AUTOMATIC,15-09-2021,4.4
MarutiWagonR1.0,260899,41270,2012,Second Owner,Petrol,MANUAL,25-08-2021,4.3
MarutiCelerioZXIOPT,372101,19577,2016,First Owner,Petrol,AUTOMATIC,11-05-2021,4.8
HyundaiGrandi10SPORTZ1.1,306399,126199,2014,First Owner,Diesel,MANUAL,30-06-2021,4.3
HyundaiCreta1.6,857299,58647,2015,First Owner,Petrol,MANUAL,23-09-2021,4.7
MarutiAlto,157899,70239,2010,First Owner,Petrol,MANUAL,10-06-2021,4.2
HyundaiVernaFLUIDIC1.6SX,349499,69555,2013,First Owner,Diesel,MANUAL,Expired,4.1
MarutiVitaraBrezza,976799,4691,2019,First Owner,Diesel,MANUAL,30-12-2022,5
HondaCitySMT,257879,71388,2008,Second Owner,Petrol,MANUAL,21-01-2022,4.1
Hyundaii10MAGNA1.2,213799,130420,2012,First Owner,Petrol + CNG,MANUAL,02-08-2021,4.1
Hyundaii20SPORTZ1.2,434599,83304,2012,First Owner,Petrol,MANUAL,18-06-2021,4.3
MarutiVitaraBrezzaZDI,921299,37344,2018,First Owner,Diesel,AUTOMATIC,27-02-2021,4.5
MarutiSwift,446999,96449,2013,First Owner,Diesel,MANUAL,13-10-2021,4.2
Hyundaii10MAGNA,126017,105322,2009,Second Owner,Petrol,MANUAL,30-07-2021,4.1
MarutiAlto,83399,123701,2008,Third Owner,Petrol,MANUAL,29-06-2021,3.4
HondaAmaze1.5VXMTI,565799,47332,2018,First Owner,Diesel,MANUAL,Expired,4.6
MarutiSwiftDzireVDIBS,471999,67459,2014,First Owner,Diesel,MANUAL,12-02-2021,4
ToyotaEtiosLiva,326399,110645,2013,First Owner,Diesel,MANUAL,17-05-2021,4.4
Hyundaii10MAGNA1.1,276499,18304,2013,First Owner,Petrol,MANUAL,19-01-2021,4.9
Hyundaii20ASTA,247399,83427,2010,Second Owner,Petrol,MANUAL,11-04-2021,3.8
MarutiWagonR1.0LXI,197576,128231,2012,First Owner,Petrol + CNG,MANUAL,22-10-2021,4.4
MarutiSwiftDzireVXI1.2BS,340499,59403,2012,Second Owner,Petrol,MANUAL,25-07-2021,4.4
FordFigoAspire1.2AMBIENTE,451399,26490,2017,First Owner,Petrol,MANUAL,04-02-2021,5
MarutiVitaraBrezza,809099,27711,2017,First Owner,Diesel,MANUAL,13-10-2021,4.7
Hyundaii20ASTA,233099,59533,2009,Second Owner,Petrol,MANUAL,Expired,4.2
MarutiSwiftDzireVDIBS,469199,73926,2012,First Owner,Diesel,MANUAL,09-03-2021,4.2
ToyotaEtiosCROSS,396099,110780,2015,First Owner,Diesel,MANUAL,Expired,4.6
ToyotaCorollaAltis1.8,270999,155611,2010,First Owner,Petrol,MH02,Third_party,3.8
MarutiSwiftDzireVDIBS,332299,86747,2012,First Owner,Diesel,MANUAL,26-06-2021,4.4
HyundaiGrandi10SPORTS1.2,401499,28971,2015,First Owner,Petrol,MANUAL,20-01-2021,4.5
HondaAmaze1.2SMTI,464679,19568,2016,Second Owner,Petrol,MANUAL,Expired,4.5
MarutiWagonR1.0LXI,392599,73290,2016,First Owner,Petrol + CNG,MANUAL,14-02-2021,4.6
HondaCitySVMT,1007106,10750,2019,First Owner,Petrol,MANUAL,20-02-2022,4.9
MarutiSwift,256599,194924,2009,Second Owner,Diesel,MANUAL,24-04-2021,4
MarutiWagonR1.0LXI,245599,101082,2013,First Owner,Petrol + CNG,MANUAL,04-04-2021,4.2
MarutiSwift,506399,32490,2014,First Owner,Petrol,MANUAL,29-08-2021,4.5
MarutiWagonR1.0,453099,3814,2018,First Owner,Petrol,MANUAL,29-08-2021,4.8
HyundaiGrandi10MAGNA1.2KAPPA,461199,10968,2017,First Owner,Petrol,MANUAL,20-01-2021,4.8
HyundaiGrandi10SPORTS1.2,438999,15085,2016,First Owner,Petrol,MANUAL,16-05-2021,4
MarutiAltoK10,343899,36929,2017,Second Owner,Petrol,MANUAL,13-04-2021,4.7
MahindraXUV500W10,941199,105691,2016,First Owner,Diesel,MH43,Comp,4
HyundaiSantroXingGL,259199,69727,2011,Second Owner,Petrol,MANUAL,06-07-2021,4
HyundaiGrandi10SPORTS1.2,455699,6049,2016,First Owner,Petrol,MANUAL,14-11-2021,4.8
VolkswagenPoloHIGHLINE1.2L,331599,53505,2013,Second Owner,Petrol,MANUAL,29-05-2021,4.1
MarutiVitaraBrezza,820199,33070,2018,First Owner,Diesel,MANUAL,24-01-2021,4.7
MarutiSwiftDzireLXI1.2BS,236599,80333,2011,First Owner,Petrol,MANUAL,29-01-2021,4.2
HondaCityZX,103199,80231,2006,Second Owner,Petrol,MANUAL,28-09-2020,3
MarutiRitz,288799,125525,2013,First Owner,Diesel,MANUAL,23-02-2021,4.2
MahindraTharCRDE4X4BS,541799,41038,2014,First Owner,Diesel,MANUAL,01-11-2020,4.1
MarutiWagonR1.0LXI,395511,28608,2017,First Owner,Petrol + CNG,MANUAL,05-02-2021,4.5
FiatGrandPuntoDYNAMIC,260199,147730,2012,First Owner,Diesel,MANUAL,30-01-2021,4.1
HondaAmaze1.5EXMTI,239399,172802,2013,First Owner,Diesel,MANUAL,28-04-2021,4
MarutiCiazZXI,550799,82206,2015,First Owner,Petrol,MH02,Zero_Dep,4
HyundaiEon,242899,77484,2011,First Owner,Petrol,MANUAL,27-06-2021,4
MarutiSwift,434899,71157,2015,First Owner,Petrol,MANUAL,06-03-2021,4.3
MarutiCiaz,519799,69308,2014,First Owner,Petrol,MANUAL,Expired,4.2
MarutiZenEstilo,121199,63798,2009,First Owner,Petrol,MANUAL,20-11-2021,4.2
HyundaiGrandi10SPORTZ(O)1.2AT,574599,18363,2018,First Owner,Petrol,TN12,Zero_Dep,4.9
MarutiSwiftLXI,420499,46237,2016,Second Owner,Petrol + CNG,MANUAL,03-02-2021,4.7
HyundaiElitei20ASTA1.4,521699,93960,2015,First Owner,Diesel,MANUAL,14-09-2021,4.2
MarutiAltoK10,189969,98722,2013,First Owner,Petrol,MANUAL,Insurance Expired,4.3
HyundaiElitei20ASTA1.4,548999,75255,2015,First Owner,Diesel,MANUAL,07-04-2021,4.5
MahindraXUV500W6,412999,124398,2012,Third Owner,Diesel,MANUAL,01-01-2021,4
HondaCityZX1.5,176091,145153,2007,First Owner,Petrol,DL4C,Comp,4.3
FordFigo1.2EXI,189199,46292,2011,Second Owner,Petrol,MANUAL,18-10-2021,4
MarutiSwiftDzireVDIBS,311500,48390,2012,First Owner,Diesel,MANUAL,09-11-2021,4.3
ToyotaEtios,269099,110868,2011,First Owner,Petrol + CNG,MANUAL,30-06-2021,4.3
MarutiBalenoSIGMA1.2,451199,59690,2017,First Owner,Petrol,MANUAL,Expired,4.4
HyundaiVernaFLUIDIC1.6SXCRDI,501899,57243,2013,First Owner,Diesel,MANUAL,12-05-2021,4.4
HondaJazz1.2V,619199,34345,2016,First Owner,Petrol,AUTOMATIC,Third_party,4.5
HondaCityVMT,241099,53059,2009,Second Owner,Petrol,MANUAL,Insurance Expired,3.8
HyundaiVernaFLUIDIC1.6SXCRDI,430399,107240,2012,First Owner,Diesel,MANUAL,11-09-2021,4.3
MarutiAltoK10,345399,9108,2018,First Owner,Petrol,MANUAL,31-03-2021,4.9
MarutiAlto800,301499,19748,2018,First Owner,Petrol,MANUAL,18-04-2021,4.9
MarutiCiazVDI+,595199,59054,2016,First Owner,Diesel,MANUAL,02-07-2021,4.5
MarutiSwiftVDI,424199,27735,2015,First Owner,Diesel,MANUAL,06-08-2021,4.7
TataNanoTWIST,158199,33476,2015,First Owner,Petrol,AUTOMATIC,29-09-2021,4.4
MarutiSwiftDzireVXI1.2BS,456099,43160,2015,Third Owner,Petrol,MANUAL,26-02-2021,4.4
VolkswagenVentoTRENDLINE,263799,42013,2010,First Owner,Petrol,MANUAL,27-12-2021,3.9
JeepCompass2.0LIMITED,1393799,67379,2017,First Owner,Diesel,MH12,Third_party,4.6
MarutiWagonR1.0,229599,29699,2010,First Owner,Petrol,MANUAL,31-10-2021,4.3
NissanMicraXEPLUS,138199,65120,2010,Second Owner,Petrol,MANUAL,22-09-2021,4.3
MarutiAltoK10,175599,41190,2010,First Owner,Petrol,MANUAL,05-09-2021,4.2
MarutiDzire,602799,12177,2017,First Owner,Petrol,MANUAL,27-06-2021,4.8
HyundaiGrandi10MAGNA1.2KAPPA,375699,27492,2014,First Owner,Petrol,MANUAL,06-06-2021,4.6
Hyundaii10ERA1.1,231699,56807,2013,Second Owner,Petrol,MANUAL,07-01-2021,3.9
HyundaiVernaFLUIDIC1.6SXCRDI,453300,71426,2013,First Owner,Diesel,MANUAL,17-08-2021,4.2
Hyundaii10SPORTZ1.2,318599,68764,2011,Second Owner,Petrol,MANUAL,01-01-2022,4.2
HondaBrio1.2SMTI,311299,45701,2014,First Owner,Petrol,MANUAL,04-02-2021,4.4
MahindraTharCRDE4X4BS,874899,10003,2019,First Owner,Diesel,MANUAL,29-08-2022,4.8
ToyotaInnova2.5V,509899,131152,2011,First Owner,Diesel,MANUAL,05-11-2021,4.5
RenaultKwid1.0RXT,301999,18463,2017,First Owner,Petrol,MANUAL,11-10-2021,4.8
HondaCitySMT,286499,71447,2009,First Owner,Petrol + CNG,MANUAL,24-02-2021,4.2
RenaultDuster85PS,358999,163575,2013,Second Owner,Diesel,MANUAL,24-03-2021,4.1
HyundaiElitei20ASTA1.4,427500,97454,2014,First Owner,Diesel,MANUAL,16-01-2022,4.2
MarutiSwiftDzireLXI1.2BS,224199,72329,2011,First Owner,Petrol,MANUAL,01-11-2020,4
FordEcosport1.5TRENDTI,1001799,4400,2019,First Owner,Petrol,MANUAL,11-03-2021,5
MarutiSX4,195599,75099,2010,Second Owner,Petrol,MANUAL,Expired,4.2
MarutiWagonR1.0,409699,45170,2016,First Owner,Petrol,MANUAL,Insurance Expired,4.1
Hyundaii20MAGNA1.2,212699,66476,2010,First Owner,Petrol,MANUAL,09-03-2021,4
TataNanoTWIST,185699,27827,2015,Second Owner,Petrol,AUTOMATIC,19-12-2021,4.3
MarutiWagonR1.0,281099,51339,2012,First Owner,Petrol,MANUAL,26-05-2021,4.3
MarutiWagonR,266299,43468,2009,Second Owner,Petrol,MANUAL,21-08-2021,4
Hyundaii10ERA1.1,187407,90962,2010,First Owner,Petrol + CNG,MANUAL,11-05-2021,4
Hyundaii20SPORTZ1.2,308599,71622,2012,Second Owner,Petrol,MANUAL,09-11-2021,4.2
Hyundaii10MAGNA,274199,40517,2009,First Owner,Petrol,MANUAL,28-04-2021,4.1
MarutiSwift,364799,79019,2013,First Owner,Diesel,MANUAL,30-10-2021,4.2
MarutiCelerioVXI,425699,23893,2016,First Owner,Petrol,AUTOMATIC,Expired,4.4
MarutiCelerioVXI,355899,11192,2014,Second Owner,Petrol,AUTOMATIC,17-10-2021,4.9
HyundaiGrandi10SPORTS1.2,403594,50746,2017,First Owner,Petrol,MANUAL,15-07-2021,4.5
MarutiWagonR1.0,353699,27767,2015,First Owner,Petrol,MANUAL,19-08-2021,4.5
MarutiWagonR1.0,342299,33829,2011,First Owner,Petrol,MANUAL,28-02-2021,4.4
HondaJazz1.2BASEI,244899,62664,2011,Third Owner,Petrol,MANUAL,07-05-2021,4.3
Hyundaii20SPORTZ1.4,414299,81363,2013,Second Owner,Diesel,MANUAL,05-05-2021,3.9
HondaCityVMT,424399,48146,2012,First Owner,Petrol,MANUAL,16-12-2021,4.3
MarutiBalenoZETA1.2,523699,19726,2015,First Owner,Petrol,MANUAL,18-12-2021,4.8
MarutiEeco5STRCNGWITHAC,312899,100534,2017,First Owner,Petrol + CNG,MANUAL,Expired,4.4
MarutiSwift,597799,50244,2018,First Owner,Petrol,MANUAL,22-02-2021,4.5
MarutiErtigaVDI,746299,79746,2015,First Owner,Diesel,MANUAL,15-09-2021,3.9
Hyundaii10SPORTZ,352699,35925,2009,First Owner,Petrol,MANUAL,10-11-2021,4.3
MarutiErtigaVDI,370399,171976,2012,First Owner,Diesel,MANUAL,11-01-2021,4.3
Hyundaii20SPORTZ1.2,292921,41952,2011,First Owner,Petrol,MANUAL,12-01-2022,4.3
MarutiAltoK10,258899,40798,2014,First Owner,Petrol,MANUAL,01-12-2021,4.6
TataTiagoXZ1.2,472599,37363,2017,First Owner,Petrol,MANUAL,15-07-2021,4.6
VolkswagenPoloHIGHLINE1.2L,372699,63934,2013,First Owner,Diesel,MANUAL,10-06-2021,4.2
MarutiSwift,403099,54695,2014,Second Owner,Petrol,MANUAL,23-07-2021,4.4
Hyundaii10SPORTZ,242899,97694,2009,Third Owner,Petrol,MANUAL,31-03-2021,3.8
ToyotaEtios,303899,130929,2012,First Owner,Diesel,MANUAL,Expired,4.3
MarutiAltoK10,147299,63663,2011,First Owner,Petrol,MANUAL,Expired,4.2
MarutiEeco5STRCNGWITHAC,396599,21297,2019,First Owner,Petrol + CNG,MANUAL,02-08-2022,4.8
MarutiSwiftLDIBS,225999,104867,2010,Second Owner,Diesel,MANUAL,20-12-2021,4
MarutiRitz,253299,69662,2014,First Owner,Diesel,MANUAL,22-08-2021,4.3
HyundaiElitei20MagnaExecutive,643499,65667,2018,First Owner,Diesel,MANUAL,17-07-2021,4.5
MarutiBalenoSIGMA1.2,574925,20433,2018,First Owner,Petrol,MANUAL,02-02-2021,4.5
MarutiAStar,213299,40253,2008,First Owner,Petrol,MANUAL,Expired,4.2
MarutiAltoK10,166099,80916,2013,Second Owner,Petrol,MANUAL,17-06-2021,4.3
MarutiBalenoDELTA1.2,527699,14828,2015,First Owner,Petrol,MANUAL,27-12-2021,4.7
MarutiAltoK10,174299,102508,2012,Second Owner,Petrol,MANUAL,13-06-2021,4
HyundaiCreta1.6CRDISXPLUS,1145699,78027,2018,Second Owner,Diesel,AUTOMATIC,24-06-2021,4.5
HyundaiVernaFLUIDIC1.6SX,582699,53901,2014,First Owner,Petrol,MANUAL,Expired,4.2
FordEcosport1.5TITANIUMTIVCT,681799,10009,2016,First Owner,Petrol,AUTOMATIC,Expired,4.4
MarutiSwiftVDI,499199,33360,2017,First Owner,Diesel,MANUAL,16-01-2021,4.5
Hyundaii20ASTA,211199,82508,2009,Second Owner,Petrol,MANUAL,Comp,4.2
ToyotaInnova2.5GX8STRBS,534899,78059,2012,First Owner,Diesel,MANUAL,Expired,4.5
Hyundaii10SPORTZ1.2AT,332699,67856,2013,Second Owner,Petrol,AUTOMATIC,22-06-2021,4.4
MarutiSwift,365699,104448,2014,First Owner,Petrol + CNG,MANUAL,03-03-2021,4.1
MarutiWagonR1.0,180499,51116,2010,First Owner,Petrol,MANUAL,15-09-2021,4.2
Hyundaii10MAGNA1.2,231299,58188,2011,First Owner,Petrol,MANUAL,24-04-2021,4.8
MarutiEeco7,360599,54919,2016,First Owner,Petrol,MANUAL,Expired,4.3
HyundaiElitei20SPORTZ,520399,52042,2017,First Owner,Diesel,MANUAL,Expired,4.7
VolkswagenJettaCOMFORTLINE2.0L,571991,72980,2013,First Owner,Diesel,MANUAL,11-04-2021,4.2
HondaJazz1.2BASEI,405499,50556,2011,First Owner,Petrol,MANUAL,12-11-2021,4.1
MarutiAlto800,339799,20321,2019,First Owner,Petrol,MANUAL,23-04-2022,4.6
Hyundaii20SPORTZ1.2,373199,49947,2013,Second Owner,Petrol,MANUAL,28-09-2021,4.4
NissanSunnyXV,229899,63798,2012,First Owner,Diesel,MANUAL,15-02-2021,4
HyundaiVernaFLUIDIC1.6SX,428199,69753,2012,First Owner,Diesel,MANUAL,21-09-2021,4.3
MarutiAlto,155599,81798,2010,First Owner,Petrol + CNG,MANUAL,04-08-2021,4.2
MarutiAlto,159299,63454,2009,First Owner,Petrol,MANUAL,01-02-2021,4.3
MarutiCelerioZXIOPT,525699,30000,2017,First Owner,Petrol,AUTOMATIC,14-11-2021,4.6
MarutiWagonR1.0LXI,201199,100662,2011,Second Owner,Petrol + CNG,MANUAL,15-07-2021,4.3
MarutiEeco5STRWITHACPLUS,267199,81717,2016,First Owner,Petrol + CNG,DL4C,Zero_Dep,4.1
MarutiSwiftDzireVXIRegalLimited,503899,22236,2013,First Owner,Petrol,KA01,Comp,4.6
ToyotaCorollaAltis,241899,83273,2009,Second Owner,Petrol + CNG,MANUAL,Expired,4.2
MarutiCiazDELTA1.5SHVS,819210,38480,2018,First Owner,Petrol,RJ45,Expired,4.5
HyundaiCreta1.6SX(O),1031199,50518,2015,First Owner,Diesel,KA04,null,4.4
MarutiIGNISDELTA1.2,472499,9550,2017,First Owner,Petrol,MANUAL,26-04-2021,4.8
